0	1
0.5	-0.15
1	0.0225
1.5	-0.003375
2	0.00050625
2.5	-7.59375e-05
3	1.13906e-05
3.5	-1.70859e-06
4	2.56289e-07
4.5	-3.84434e-08
5	5.7665e-09
